slug,code_commune,nom_ville,code_postal,note_globale,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie
mourmelon-le-grand_51388,51388,Mourmelon Le Grand,51400,6.93,7.24,3.43,6.14,7.05,8.03,6.76,7.22,7.14,7.24
reims_51454,51454,Reims,51100,5.82,5.72,5.97,5.22,6.88,6.08,5.97,6.25,6.47,5.57
saint-brice-courcelles_51474,51474,Saint Brice Courcelles,51370,8.0,9.5,8.5,5.0,8.5,9.0,8.0,7.5,8.0,8.0
saint-memmie_51506,51506,Saint Memmie,51470,5.06,6.0,6.4,4.4,5.0,5.6,5.4,6.0,5.4,4.6
sainte-menehould_51507,51507,Sainte Menehould,51800,5.04,6.43,3.57,4.21,5.07,6.21,5.14,4.21,4.64,5.14
sezanne_51535,51535,Sezanne,51120,5.08,6.75,0.25,5.25,2.75,8.0,6.25,5.25,4.75,5.25
suippes_51559,51559,Suippes,51600,7.04,5.5,3.0,9.0,8.0,8.0,5.5,7.5,6.0,7.5
tinqueux_51573,51573,Tinqueux,51430,5.88,6.33,6.33,6.33,5.5,6.17,6.17,5.83,6.0,5.67
vitry-le-francois_51649,51649,Vitry Le Francois,51300,3.77,3.93,3.36,3.93,3.79,4.5,4.07,4.57,4.14,3.5
witry-les-reims_51662,51662,Witry Les Reims,51420,8.3,6.75,6.25,8.75,8.5,8.5,7.5,9.75,8.75,8.5
chaumont_52121,52121,Chaumont,52000,5.32,7.03,4.0,7.11,4.32,5.38,5.22,5.43,3.78,5.35
langres_52269,52269,Langres,52200,5.85,6.65,2.59,6.53,3.59,5.47,6.47,4.47,4.65,6.65
nogent_52353,52353,Nogent,52800,8.47,9.5,8.0,9.5,9.0,9.0,9.0,9.5,8.0,8.0
saint-dizier_52448,52448,Saint Dizier,52100,4.8,4.38,4.41,3.97,4.24,6.76,6.32,5.29,5.91,4.44
bonchamp-les-laval_53034,53034,Bonchamp Les Laval,53960,,,,,,,,,,
change_53054,53054,Change,53810,8.63,9.5,5.0,10.0,7.0,8.0,8.0,7.0,7.5,9.5
chateau-gontier-sur-mayenne_53062,53062,Chateau Gontier,53200,7.37,7.71,3.71,7.57,7.0,7.64,7.93,7.29,6.79,7.79
craon_53084,53084,Craon,53400,7.51,8.0,5.0,8.5,5.5,9.5,4.5,7.5,7.5,8.0
ernee_53096,53096,Ernee,53500,2.22,3.0,1.25,4.25,2.0,5.0,2.25,3.75,2.0,1.5
evron_53097,53097,Evron,53600,7.63,8.5,6.0,7.5,7.5,8.5,8.5,8.5,7.0,7.5
l-huisserie_53119,53119,L'Huisserie,53970,,,,,,,,,,
laval_53130,53130,Laval,53000,5.06,5.34,4.52,5.05,3.48,5.42,5.14,5.47,5.05,5.18
louverne_53140,53140,Louverne,53950,,,,,,,,,,
mayenne_53147,53147,Mayenne,53100,5.36,6.21,3.05,5.32,5.0,6.37,5.74,6.37,5.21,5.32
saint-berthevin_53201,53201,Saint Berthevin,53940,7.31,9.0,4.0,6.0,2.0,9.0,8.0,6.0,9.0,8.0
baccarat_54039,54039,Baccarat,54120,3.85,5.29,3.14,3.14,4.71,5.14,4.29,4.43,2.86,3.57
blainville-sur-l-eau_54076,54076,Blainville Sur L'Eau,54360,9.01,10.0,7.0,8.5,8.5,9.0,7.0,8.5,9.5,9.5
blenod-les-pont-a-mousson_54079,54079,Blenod Les Pont A Mousson,54700,8.69,8.0,4.0,8.0,10.0,8.0,7.0,8.0,6.0,10.0
bouxieres-aux-dames_54090,54090,Bouxieres Aux Dames,54136,,,,,,,,,,
val-de-briey_54099,54099,Briey,54150,6.53,7.0,4.0,7.0,6.25,7.0,6.25,7.5,5.5,6.75
champigneulles_54115,54115,Champigneulles,54250,7.42,7.67,8.33,8.33,8.33,8.0,7.33,8.67,8.67,6.67
dieulouard_54157,54157,Dieulouard,54380,7.0,6.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0
dombasle-sur-meurthe_54159,54159,Dombasle Sur Meurthe,54110,5.46,4.33,5.33,4.0,8.67,7.0,2.33,7.0,6.0,5.33
ecrouves_54174,54174,Ecrouves,54200,4.13,3.0,5.0,6.0,6.0,6.0,4.0,7.0,5.0,3.0
essey-les-nancy_54184,54184,Essey Les Nancy,54270,6.81,6.13,6.88,7.0,8.75,7.38,6.38,6.63,6.75,6.63
frouard_54215,54215,Frouard,54390,5.63,6.33,5.0,4.0,7.67,4.67,5.67,6.67,7.33,5.33
heillecourt_54257,54257,Heillecourt,54180,8.21,7.5,7.75,7.5,6.5,8.0,7.75,8.5,7.75,8.75
herserange_54261,54261,Herserange,54440,3.44,3.0,2.0,0.0,10.0,8.0,0.0,0.0,8.0,3.0
homecourt_54263,54263,Homecourt,54310,,,,,,,,,,
hussigny-godbrange_54270,54270,Hussigny Godbrange,54590,8.19,9.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0
jarny_54273,54273,Jarny,54800,6.37,6.5,5.25,6.13,5.88,7.5,6.13,7.13,6.38,6.38
jarville-la-malgrange_54274,54274,Jarville La Malgrange,54140,5.35,5.0,6.0,4.0,5.1,6.1,5.4,7.2,4.3,5.3
joeuf_54280,54280,Joeuf,54240,5.65,5.4,4.9,4.8,6.5,6.7,5.7,5.9,4.9,5.7
laneuveville-devant-nancy_54300,54300,Laneuveville Devant Nancy,54410,8.5,8.0,7.0,9.0,8.0,9.0,7.0,9.0,7.0,9.0
laxou_54304,54304,Laxou,54520,6.21,5.8,6.6,4.9,7.6,7.5,6.3,6.8,5.9,6.0
lexy_54314,54314,Lexy,54720,5.38,6.6,2.8,5.6,5.0,5.2,3.6,5.4,7.0,5.6
liverdun_54318,54318,Liverdun,54460,8.41,8.5,9.0,9.0,7.5,7.5,8.0,7.0,6.0,9.0
longuyon_54322,54322,Longuyon,54260,6.39,7.4,3.4,7.2,7.2,8.0,4.8,6.0,7.0,6.4
longwy_54323,54323,Longwy,54400,3.91,4.43,3.85,2.98,3.18,4.13,3.83,4.5,4.43,3.9
ludres_54328,54328,Ludres,54710,6.75,6.5,5.5,6.5,5.5,7.0,6.5,7.0,7.5,7.0
luneville_54329,54329,Luneville,54300,5.19,6.18,5.91,4.45,6.14,6.36,5.77,5.82,5.27,4.64
malzeville_54339,54339,Malzeville,54220,9.54,9.5,8.5,9.0,9.0,9.5,8.0,9.5,9.5,10.0
maxeville_54357,54357,Maxeville,54320,8.44,8.0,9.0,7.0,8.0,9.0,9.0,7.0,6.0,9.0
mont-saint-martin_54382,54382,Mont Saint Martin,54350,2.92,3.5,3.5,1.0,4.75,4.5,4.75,4.0,6.75,1.75
nancy_54395,54395,Nancy,54000,5.98,5.37,4.29,5.45,7.71,6.64,7.03,7.46,5.96,5.72
neuves-maisons_54397,54397,Neuves Maisons,54230,6.06,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0
pagny-sur-moselle_54415,54415,Pagny Sur Moselle,54530,,,,,,,,,,
pompey_54430,54430,Pompey,54340,5.01,4.0,6.5,4.0,6.0,6.5,6.0,5.5,5.5,4.5
pont-a-mousson_54431,54431,Pont A Mousson,54700,5.04,4.25,4.38,3.92,6.0,7.0,5.5,6.0,5.25,4.79
pulnoy_54439,54439,Pulnoy,54420,8.38,9.0,6.0,7.0,9.0,8.0,6.0,9.0,8.0,9.0
rehon_54451,54451,Rehon,54430,3.16,3.0,5.0,2.0,2.0,2.5,2.0,5.0,5.0,3.0
saint-max_54482,54482,Saint Max,54130,5.04,4.33,5.67,6.67,6.33,5.33,5.67,5.33,6.67,4.33
saint-nicolas-de-port_54483,54483,Saint Nicolas De Port,54210,8.3,7.5,7.0,8.5,8.25,6.25,7.5,7.0,6.75,9.25
saulxures-les-nancy_54495,54495,Saulxures Les Nancy,54420,6.0,6.5,5.0,8.5,6.0,5.0,2.5,3.5,3.0,7.0
seichamps_54498,54498,Seichamps,54280,7.1,7.5,7.5,7.5,7.5,7.5,6.5,7.0,6.5,7.0
tomblaine_54526,54526,Tomblaine,54510,6.7,7.13,6.75,5.63,7.63,7.38,6.75,7.0,6.88,6.5
toul_54528,54528,Toul,54200,5.06,5.74,4.78,3.83,6.22,6.22,5.52,5.52,5.48,4.7
vandoeuvre-les-nancy_54547,54547,Vandoeuvre Les Nancy,54500,4.44,3.74,6.48,3.0,7.35,6.57,4.74,6.0,4.65,3.57
varangeville_54549,54549,Varangeville,54110,,,,,,,,,,
villers-les-nancy_54578,54578,Villers Les Nancy,54600,6.93,7.38,5.38,5.88,7.75,6.13,6.13,7.88,6.38,7.25
villerupt_54580,54580,Villerupt,54190,4.47,4.75,6.25,4.5,4.75,5.0,3.5,4.0,2.75,4.5
bar-le-duc_55029,55029,Bar Le Duc,55000,5.49,6.44,4.64,6.74,4.87,5.82,5.77,5.74,3.85,5.49
commercy_55122,55122,Commercy,55200,3.78,4.0,2.0,5.5,3.0,4.25,4.5,4.25,5.0,3.5
etain_55181,55181,Etain,55400,5.44,5.17,5.17,4.67,5.5,6.33,5.33,6.0,6.17,5.33
ligny-en-barrois_55291,55291,Ligny En Barrois,55500,3.81,6.5,2.5,4.5,4.0,2.5,3.5,6.5,3.0,3.5
saint-mihiel_55463,55463,Saint Mihiel,55300,4.27,5.33,3.33,4.33,5.33,6.67,3.67,4.0,3.67,4.0
verdun_55545,55545,Verdun,55100,6.66,7.14,4.24,5.86,5.86,6.38,6.9,6.48,6.48,7.14
allaire_56001,56001,Allaire,56350,7.36,8.33,5.0,7.83,7.0,7.33,7.0,7.5,7.67,7.5
arradon_56003,56003,Arradon,56610,9.1,10.0,7.0,10.0,7.5,9.0,6.5,7.5,8.0,10.0
auray_56007,56007,Auray,56400,6.58,6.24,5.28,5.72,6.8,6.92,6.2,6.76,7.32,6.76
baden_56008,56008,Baden,56870,7.99,9.0,5.0,7.83,7.83,7.33,6.33,6.33,7.5,8.83
baud_56010,56010,Baud,56150,6.18,6.0,4.25,6.5,7.0,7.0,6.25,6.5,5.25,6.25
belz_56013,56013,Belz,56550,6.88,7.33,4.42,7.5,6.17,6.5,5.25,6.0,7.58,7.42
brech_56023,56023,Brech,56400,8.27,9.33,5.0,8.0,8.33,7.67,7.33,8.67,6.0,9.0
carnac_56034,56034,Carnac,56340,6.97,7.44,5.0,7.33,6.22,6.0,6.22,6.22,6.56,7.56
caudan_56036,56036,Caudan,56850,6.5,7.0,5.67,6.0,7.33,7.33,6.33,6.33,7.33,6.33
elven_56053,56053,Elven,56250,,,,,,,,,,
erdeven_56054,56054,Erdeven,56410,6.91,9.0,6.0,6.5,5.5,6.0,5.0,4.0,4.5,8.0
la-gacilly_56061,56061,La Gacilly,56200,4.57,5.5,1.0,4.0,1.5,4.5,6.5,4.5,1.5,5.5
gourin_56066,56066,Gourin,56110,4.98,6.0,2.67,5.33,4.33,4.0,4.33,5.83,4.5,5.33
grand-champ_56067,56067,Grand Champ,56390,,,,,,,,,,
guer_56075,56075,Guer,56380,6.75,6.75,4.25,8.0,8.0,7.75,5.75,8.75,4.75,6.75
guidel_56078,56078,Guidel,56520,7.03,8.0,3.57,7.0,6.29,6.29,6.29,5.43,6.71,7.86
hennebont_56083,56083,Hennebont,56700,7.18,6.92,6.15,6.46,6.08,7.08,6.46,7.15,6.46,7.77
inzinzac-lochrist_56090,56090,Inzinzac Lochrist,56650,8.78,10.0,7.0,6.5,7.0,9.0,8.5,7.5,9.0,9.5
kervignac_56094,56094,Kervignac,56700,4.77,5.67,1.33,6.33,5.0,5.33,4.0,4.33,4.33,5.0
landevant_56097,56097,Landevant,56690,7.38,8.0,5.0,8.0,6.0,8.0,7.0,7.0,5.0,8.0
lanester_56098,56098,Lanester,56600,5.93,6.4,5.7,4.6,7.5,7.5,6.5,7.0,6.4,5.4
languidic_56101,56101,Languidic,56440,8.32,9.0,8.0,9.0,8.0,8.0,7.5,8.0,7.5,8.5
larmor-plage_56107,56107,Larmor Plage,56260,8.1,7.75,5.88,7.63,7.25,7.75,7.63,7.5,7.13,8.88
locmine_56117,56117,Locmine,56500,5.94,5.67,7.0,4.33,5.33,8.0,7.33,7.67,7.0,5.33
locmiquelic_56118,56118,Locmiquelic,56570,5.93,6.6,7.6,5.8,7.6,6.2,6.0,6.0,5.8,5.4
lorient_56121,56121,Lorient,56100,6.16,6.21,5.84,5.23,6.8,6.95,5.78,6.52,5.92,6.16
moreac_56140,56140,Moreac,56500,,,,,,,,,,
muzillac_56143,56143,Muzillac,56190,8.0,8.0,4.6,9.0,8.0,8.0,6.2,7.4,8.0,8.6
nivillac_56147,56147,Nivillac,56130,7.88,9.0,6.0,9.0,9.0,8.0,7.0,6.0,8.0,8.0
noyal-pontivy_56151,56151,Noyal Pontivy,56920,,,,,,,,,,
plescop_56158,56158,Plescop,56890,6.59,7.17,3.83,6.17,6.67,6.83,6.33,7.67,7.33,6.67
ploemeur_56162,56162,Ploemeur,56270,7.67,7.53,6.24,6.76,7.47,7.71,6.65,7.41,7.06,8.24
ploeren_56164,56164,Ploeren,56880,6.03,4.5,3.5,7.5,4.5,5.5,6.0,7.5,5.5,6.5
ploermel_56165,56165,Ploermel,56800,6.16,6.45,4.18,6.27,5.91,6.36,6.0,6.73,7.09,6.18
plouay_56166,56166,Plouay,56240,8.19,8.67,6.33,7.67,8.0,6.67,6.33,7.0,8.33,9.0
plouhinec_56169,56169,Plouhinec,56680,7.13,7.55,4.82,6.64,7.0,7.0,6.27,6.73,5.55,7.82
plumeliau-bieuzy_56173,56173,Plumeliau Bieuzy,56930,5.57,6.5,3.5,6.0,2.0,3.5,3.5,4.0,4.0,7.0
plumergat_56175,56175,Plumergat,56400,3.96,5.0,1.33,3.67,6.33,4.67,5.0,7.0,3.67,3.33
pluneret_56176,56176,Pluneret,56400,6.75,7.0,6.0,7.0,6.0,6.0,5.0,8.5,6.5,7.0
pluvigner_56177,56177,Pluvigner,56330,8.39,8.29,6.71,7.43,8.29,8.29,6.57,7.57,9.0,9.0
pontivy_56178,56178,Pontivy,56300,5.93,5.9,4.8,5.55,4.95,7.0,6.1,6.9,6.1,5.95
pont-scorff_56179,56179,Pont Scorff,56620,6.38,8.0,7.0,7.0,5.0,7.0,6.0,3.0,3.0,7.0
questembert_56184,56184,Questembert,56230,7.45,7.33,4.83,6.83,7.67,8.0,8.0,8.5,8.0,7.5
queven_56185,56185,Queven,56530,7.78,8.25,7.75,8.75,8.0,7.75,7.0,7.5,7.5,7.75
quiberon_56186,56186,Quiberon,56170,6.87,7.93,5.5,8.14,5.14,7.21,6.07,6.29,6.5,7.14
riantec_56193,56193,Riantec,56670,5.52,7.67,5.83,7.17,7.67,4.5,2.5,4.83,2.83,5.67
saint-ave_56206,56206,Saint Ave,56890,6.44,5.22,6.56,5.0,7.11,7.44,7.44,7.78,6.67,6.22
saint-nolff_56231,56231,Saint Nolff,56250,8.0,7.0,5.0,8.0,7.0,9.0,10.0,5.0,5.0,9.0
sarzeau_56240,56240,Sarzeau,56370,8.18,8.75,4.33,8.67,6.25,7.92,7.33,7.5,8.08,9.0
sene_56243,56243,Sene,56860,7.49,9.22,5.11,7.0,6.56,7.78,6.33,6.67,6.33,8.11
sulniac_56247,56247,Sulniac,56250,,,,,,,,,,
surzur_56248,56248,Surzur,56450,8.0,8.5,7.0,8.5,8.5,7.5,7.0,7.0,6.0,8.5
theix-noyalo_56251,56251,Theix Noyalo,56450,6.6,7.5,5.5,8.5,7.0,6.0,4.5,7.5,7.0,6.5
vannes_56260,56260,Vannes,56000,6.49,7.27,4.79,6.57,6.2,6.59,5.99,6.46,6.48,6.68
algrange_57012,57012,Algrange,57440,3.64,3.5,3.75,3.5,1.5,5.5,2.5,4.25,3.75,3.75
amneville_57019,57019,Amneville,57360,4.92,4.79,4.48,3.48,6.07,7.55,5.48,5.59,4.83,4.55
ars-sur-moselle_57032,57032,Ars Sur Moselle,57130,5.83,6.0,5.33,5.0,6.0,6.0,5.67,6.33,5.0,6.0
audun-le-tiche_57038,57038,Audun Le Tiche,57390,5.1,4.5,5.0,4.5,6.5,8.0,8.0,9.0,8.0,3.5
le-ban-saint-martin_57049,57049,Le Ban Saint Martin,57050,8.56,8.0,7.0,7.0,7.0,7.0,5.0,8.0,8.0,10.0
behren-les-forbach_57058,57058,Behren Les Forbach,57460,2.5,5.0,2.0,0.0,6.0,4.0,2.0,2.0,3.0,2.0
bitche_57089,57089,Bitche,57230,4.93,7.2,2.2,6.2,2.4,3.4,5.0,7.0,3.8,5.2
boulay-moselle_57097,57097,Boulay Moselle,57220,5.59,4.4,3.6,6.0,4.8,7.0,5.6,5.8,7.4,5.6
bouzonville_57106,57106,Bouzonville,57320,6.94,7.0,6.0,3.0,4.0,8.0,6.0,6.0,7.0,8.0
crehange_57159,57159,Crehange,57690,,,,,,,,,,
creutzwald_57160,57160,Creutzwald,57150,5.58,7.6,1.8,5.4,5.6,6.2,3.6,8.0,6.2,5.6
fameck_57206,57206,Fameck,57290,4.99,4.56,4.44,3.0,5.56,5.67,4.67,6.22,7.56,4.78
farebersviller_57207,57207,Farebersviller,57450,1.81,1.0,1.0,2.0,3.0,4.0,0.0,8.0,10.0,0.0
faulquemont_57209,57209,Faulquemont,57380,,,,,,,,,,
florange_57221,57221,Florange,57190,5.86,3.75,5.5,5.17,5.17,7.0,7.17,6.25,4.33,6.17
folschviller_57224,57224,Folschviller,57730,1.38,3.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0
forbach_57227,57227,Forbach,57600,4.05,4.83,4.67,3.39,4.56,5.72,5.0,5.67,2.89,3.5
freyming-merlebach_57240,57240,Freyming Merlebach,57800,4.39,4.93,4.5,4.53,4.43,4.8,4.97,4.8,3.13,4.27
guenange_57269,57269,Guenange,57310,8.38,8.0,7.0,9.0,8.0,8.0,6.0,8.0,8.0,9.0
hagondange_57283,57283,Hagondange,57300,4.19,3.83,4.33,3.17,4.0,6.0,5.0,4.17,5.83,3.83
hayange_57306,57306,Hayange,57240,5.23,5.56,5.78,5.89,4.78,5.33,4.67,6.67,4.11,5.11
hettange-grande_57323,57323,Hettange Grande,57330,5.0,3.5,5.0,7.5,6.0,4.0,4.0,5.5,4.5,5.0
hombourg-haut_57332,57332,Hombourg Haut,57470,4.71,6.0,2.67,1.0,5.67,6.0,4.67,4.67,2.0,5.33
l-hopital_57336,57336,L'Hopital,57490,2.06,1.0,2.0,6.0,2.0,9.0,1.0,9.0,3.0,0.0
longeville-les-metz_57412,57412,Longeville Les Metz,57050,,,,,,,,,,
longeville-les-saint-avold_57413,57413,Longeville Les Saint Avold,57740,5.98,6.33,3.33,6.33,5.33,6.0,5.67,7.67,4.33,6.33
maizieres-les-metz_57433,57433,Maizieres Les Metz,57210,7.25,7.0,6.33,6.33,7.67,8.33,7.67,7.33,6.67,7.33
marange-silvange_57443,57443,Marange Silvange,57159,,,,,,,,,,
marly_57447,57447,Marly,57157,9.11,8.67,8.17,8.67,8.17,8.83,9.0,9.0,9.17,9.5
metz_57463,57463,Metz,57000,6.65,6.88,6.07,5.33,6.66,7.08,7.42,6.8,6.76,6.68
mondelange_57474,57474,Mondelange,57300,3.54,2.21,4.36,3.07,3.07,3.86,3.64,4.86,4.07,3.43
montigny-les-metz_57480,57480,Montigny Les Metz,57158,6.65,6.14,7.93,5.79,7.36,7.43,5.57,6.57,6.5,6.64
moulins-les-metz_57487,57487,Moulins Les Metz,57160,5.67,4.75,6.25,4.75,6.5,5.5,5.0,8.0,8.0,5.25
moyeuvre-grande_57491,57491,Moyeuvre Grande,57250,3.78,5.75,3.25,4.75,4.25,4.25,4.0,6.25,2.0,3.25
nilvange_57508,57508,Nilvange,57240,4.23,4.8,3.6,3.6,3.2,5.6,6.2,4.8,3.8,4.0
petite-rosselle_57537,57537,Petite Rosselle,57540,1.38,2.0,4.0,0.0,1.0,3.0,2.0,7.0,3.0,0.0
phalsbourg_57540,57540,Phalsbourg,57370,7.54,8.5,3.5,7.5,7.5,7.5,7.0,8.5,6.5,8.0
rombas_57591,57591,Rombas,57120,5.86,6.31,6.0,3.62,6.08,7.54,8.0,6.69,4.54,5.62
saint-avold_57606,57606,Saint Avold,57500,7.29,7.33,6.0,7.33,7.33,7.33,7.0,7.0,6.0,7.67
sainte-marie-aux-chenes_57620,57620,Sainte Marie Aux Chenes,57118,4.94,5.67,3.5,4.83,5.33,5.83,4.17,5.5,8.17,4.5
sarralbe_57628,57628,Sarralbe,57430,6.13,3.75,6.75,6.25,5.25,7.75,5.0,6.25,5.0,6.5
sarrebourg_57630,57630,Sarrebourg,57400,6.12,7.1,5.2,6.1,6.3,6.6,5.6,6.1,6.8,6.0
sarreguemines_57631,57631,Sarreguemines,57200,5.79,5.89,5.39,5.56,5.61,6.17,5.5,5.89,5.5,5.89
seremange-erzange_57647,57647,Seremange Erzange,57290,5.75,4.5,5.0,5.0,5.75,7.25,5.75,5.5,5.25,6.0
stiring-wendel_57660,57660,Stiring Wendel,57350,9.19,6.0,9.0,10.0,6.0,9.0,10.0,8.0,9.0,10.0
talange_57663,57663,Talange,57525,7.56,7.6,6.72,6.96,7.16,7.76,7.28,8.28,7.36,7.72
terville_57666,57666,Terville,57180,4.78,4.5,2.5,4.0,3.5,7.0,3.5,4.5,7.0,5.0
thionville_57672,57672,Thionville,57100,4.54,4.26,4.09,5.53,5.47,5.33,4.65,6.02,4.02,4.16
uckange_57683,57683,Uckange,57270,8.56,10.0,0.0,7.0,8.0,9.0,9.0,8.0,6.0,10.0
woippy_57751,57751,Woippy,57140,6.68,7.24,7.41,6.47,7.29,7.59,6.12,7.0,6.94,6.35
yutz_57757,57757,Yutz,57110,5.38,5.3,5.0,4.45,5.2,6.85,5.95,5.9,5.75,5.2
la-charite-sur-loire_58059,58059,La Charite Sur Loire,58400,5.52,7.0,4.43,5.57,4.36,5.36,5.57,4.93,5.86,5.64
chateau-chinonville_58062,58062,Chateau Chinon (Ville),58120,4.81,6.5,3.0,8.0,2.0,5.0,4.0,7.0,5.5,4.5
clamecy_58079,58079,Clamecy,58500,6.05,7.57,3.57,5.36,4.71,5.64,6.14,6.86,5.43,6.43
cosne-cours-sur-loire_58086,58086,Cosne Cours Sur Loire,58200,5.12,6.55,4.3,5.95,2.55,5.35,4.45,5.2,5.1,5.3
coulanges-les-nevers_58088,58088,Coulanges Les Nevers,58660,,,,,,,,,,
decize_58095,58095,Decize,58300,6.15,7.44,5.11,7.0,3.78,5.11,4.78,5.67,4.44,6.89
fourchambault_58117,58117,Fourchambault,58600,4.71,5.5,4.75,4.0,4.25,5.25,3.75,5.0,4.75,4.75
garchizy_58121,58121,Garchizy,58600,,,,,,,,,,
marzy_58160,58160,Marzy,58180,7.92,8.0,4.67,8.67,6.67,7.0,6.33,6.0,7.33,9.0
nevers_58194,58194,Nevers,58000,5.43,6.52,4.95,5.16,4.13,5.89,5.74,5.47,4.91,5.5
varennes-vauzelles_58303,58303,Varennes Vauzelles,58640,7.41,8.5,5.75,8.5,6.25,8.25,5.5,7.25,6.5,7.75
abscon_59002,59002,Abscon,59215,5.25,6.0,3.0,7.0,4.0,5.0,3.0,4.0,4.0,6.0
aniche_59008,59008,Aniche,59580,4.24,3.1,5.0,2.6,6.4,7.8,6.0,5.2,3.7,3.5
villeneuve-d-ascq_59009,59009,Villeneuve D'Ascq,59491,6.87,7.02,7.81,4.77,7.3,7.7,7.38,7.47,8.02,6.55
annoeullin_59011,59011,Annoeullin,59112,7.06,6.0,5.0,9.0,8.0,4.0,6.0,5.0,6.0,8.0
anzin_59014,59014,Anzin,59410,3.99,4.0,5.54,3.15,5.23,5.23,5.23,4.0,4.38,3.38
armentieres_59017,59017,Armentieres,59280,5.54,4.82,6.69,4.02,6.51,6.84,6.64,6.96,5.76,5.04
auberchicourt_59024,59024,Auberchicourt,59165,5.69,4.0,6.5,6.5,5.5,5.0,6.0,9.0,4.5,5.5
auby_59028,59028,Auby,59950,6.46,5.7,6.1,4.9,7.1,7.5,6.9,8.1,6.7,6.3
aulnoy-lez-valenciennes_59032,59032,Aulnoy Lez Valenciennes,59300,6.6,8.0,6.4,5.6,5.4,6.8,7.4,7.2,7.6,6.4
aulnoye-aymeries_59033,59033,Aulnoye Aymeries,59620,5.98,5.2,7.4,6.2,5.2,7.2,6.4,7.0,7.8,5.4
avesnes-sur-helpe_59036,59036,Avesnes Sur Helpe,59440,5.25,2.0,8.0,3.0,8.0,7.0,0.0,7.0,1.0,6.0
avesnes-les-aubert_59037,59037,Avesnes Les Aubert,59129,,,,,,,,,,
bailleul_59043,59043,Bailleul,59270,7.13,7.14,3.57,7.29,6.86,6.0,6.43,7.86,8.43,7.57
baisieux_59044,59044,Baisieux,59780,7.19,7.5,7.0,7.75,8.25,7.5,7.25,7.0,6.75,7.0
la-bassee_59051,59051,La Bassee,59480,7.17,5.38,6.75,7.38,8.5,7.25,5.0,7.13,7.38,7.5
bauvin_59052,59052,Bauvin,59221,,,,,,,,,,
bergues_59067,59067,Bergues,59380,7.14,8.43,5.29,7.71,6.86,7.0,7.29,6.0,7.43,7.29
beuvrages_59079,59079,Beuvrages,59192,,,,,,,,,,
bondues_59090,59090,Bondues,59910,7.13,6.5,5.7,6.6,7.3,8.0,6.5,8.7,7.2,7.2
bouchain_59092,59092,Bouchain,59111,,,,,,,,,,
bourbourg_59094,59094,Bourbourg,59630,5.48,5.2,4.8,5.2,5.4,6.6,5.2,6.0,6.0,5.4
bousbecque_59098,59098,Bousbecque,59166,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0
bray-dunes_59107,59107,Bray Dunes,59123,5.52,5.75,5.5,4.0,5.0,6.38,6.75,4.88,4.13,5.75
bruay-sur-l-escaut_59112,59112,Bruay Sur L'Escaut,59860,5.3,5.4,6.6,5.0,5.0,7.0,4.6,6.8,4.4,5.0
cambrai_59122,59122,Cambrai,59400,5.88,6.11,3.31,6.15,5.62,6.56,5.85,6.4,5.56,6.05
cappelle-la-grande_59131,59131,Cappelle La Grande,59180,6.54,6.0,7.2,5.6,3.4,8.2,7.0,7.4,7.0,6.6
le-cateau-cambresis_59136,59136,Le Cateau Cambresis,59360,6.6,7.75,5.0,5.75,8.5,8.5,8.5,7.75,5.75,6.0
caudry_59139,59139,Caudry,59540,5.75,6.58,5.08,6.17,5.25,7.25,6.25,6.33,5.67,5.42
la-chapelle-d-armentieres_59143,59143,La Chapelle D'Armentieres,59930,9.12,8.67,7.33,9.0,9.0,9.33,8.67,8.67,8.0,9.67
comines_59152,59152,Comines,59560,5.63,5.0,4.4,5.4,7.4,6.0,5.0,4.8,5.6,5.8
conde-sur-l-escaut_59153,59153,Conde Sur L'Escaut,59163,3.31,4.67,4.0,3.5,6.0,4.0,3.17,4.83,2.83,2.5
coudekerque-branche_59155,59155,Coudekerque Branche,59210,5.24,5.5,8.0,7.0,5.5,6.75,4.5,6.0,4.5,4.5
crespin_59160,59160,Crespin,59154,,,,,,,,,,
croix_59163,59163,Croix,59170,6.32,5.89,7.74,4.87,6.79,6.68,5.79,6.29,6.89,6.26
cuincy_59165,59165,Cuincy,59553,7.48,7.25,4.5,6.5,5.75,8.5,7.5,7.5,6.25,8.25
cysoing_59168,59168,Cysoing,59830,7.71,8.17,5.33,6.83,7.5,7.33,6.83,7.83,6.83,8.33
dechy_59170,59170,Dechy,59187,6.97,6.4,5.6,5.8,8.0,6.2,3.8,7.4,9.0,7.4
denain_59172,59172,Denain,59220,3.43,2.89,6.13,2.18,5.32,5.11,4.37,4.61,4.03,2.53
douai_59178,59178,Douai,59500,5.44,5.0,5.55,4.47,5.93,6.38,6.7,7.05,4.38,5.19
douchy-les-mines_59179,59179,Douchy Les Mines,59282,5.44,7.5,2.5,3.0,6.5,9.5,7.5,4.5,6.0,5.0
dunkerque_59183,59183,Dunkerque,59140,5.48,3.97,6.58,5.18,5.25,7.25,5.92,6.26,5.33,5.23
