slug,code_commune,nom_ville,code_postal,note_globale,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie
plougastel-daoulas_29189,29189,Plougastel Daoulas,29470,6.98,7.84,5.58,6.63,6.79,8.05,7.0,7.53,6.21,7.0
plougonvelin_29190,29190,Plougonvelin,29217,7.38,8.91,5.09,5.91,7.45,7.18,7.82,6.73,6.45,7.82
plouguerneau_29195,29195,Plouguerneau,29880,7.38,9.0,3.0,8.0,5.0,5.0,6.0,6.0,4.0,9.0
plouhinec_29197,29197,Plouhinec,29780,8.17,9.67,3.33,9.0,5.67,6.67,8.0,7.33,6.33,9.33
plouigneau_29199,29199,Plouigneau,29610,8.38,8.0,7.5,8.5,6.5,8.5,8.0,8.0,7.0,9.0
plourin-les-morlaix_29207,29207,Plourin Les Morlaix,29600,7.44,7.5,7.0,6.0,7.5,7.25,7.25,7.25,7.25,7.75
plouvien_29209,29209,Plouvien,29860,9.63,10.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0,10.0
plouzane_29212,29212,Plouzane,29280,6.55,6.2,5.0,5.5,6.9,7.2,6.2,6.9,6.4,6.8
pluguffan_29216,29216,Pluguffan,29700,,,,,,,,,,
pont-l-abbe_29220,29220,Pont L'Abbe,29120,6.94,7.29,5.19,7.33,6.52,6.38,5.52,7.14,7.33,7.29
quimper_29232,29232,Quimper,29000,6.05,7.08,5.1,6.49,5.92,6.08,6.12,6.1,6.09,5.97
quimperle_29233,29233,Quimperle,29300,6.68,6.86,5.43,6.36,7.29,7.0,6.5,6.93,5.64,6.86
le-relecq-kerhuon_29235,29235,Le Relecq Kerhuon,29480,6.15,6.17,5.5,6.42,6.42,6.33,5.67,6.08,5.75,6.25
riec-sur-belon_29236,29236,Riec Sur Belon,29340,7.72,9.0,6.0,8.5,7.5,8.0,6.0,6.0,4.5,8.5
rosporden_29241,29241,Rosporden,29140,7.23,7.43,7.71,6.43,6.57,7.0,5.57,7.14,6.14,7.71
saint-evarzec_29247,29247,Saint Evarzec,29170,8.0,8.0,5.0,8.0,5.0,7.0,7.0,10.0,6.0,9.0
saint-martin-des-champs_29254,29254,Saint Martin Des Champs,29600,8.56,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0
saint-pol-de-leon_29259,29259,Saint Pol De Leon,29250,6.44,7.33,4.42,6.92,5.83,6.75,5.92,7.17,6.67,6.5
saint-renan_29260,29260,Saint Renan,29290,7.22,7.88,4.5,7.63,6.25,8.13,7.38,5.88,7.88,7.5
scaer_29274,29274,Scaer,29390,6.75,6.0,4.0,1.0,6.0,6.0,8.0,5.0,8.0,8.0
tregunc_29293,29293,Tregunc,29910,5.69,8.0,4.5,8.0,4.5,7.0,6.5,7.0,5.5,5.0
pont-de-buis-les-quimerch_29302,29302,Pont De Buis Les Quimerch,29590,,,,,,,,,,
ajaccio_2A004,2A004,Ajaccio,20000,5.63,5.17,2.76,7.31,4.47,5.6,5.26,5.74,5.95,5.98
bastelicaccia_2A032,2A032,Bastelicaccia,20129,8.0,8.0,1.0,9.0,9.0,5.0,8.0,7.0,9.0,9.0
porto-vecchio_2A247,2A247,Porto Vecchio,20137,5.21,6.0,2.33,6.53,4.0,4.87,4.03,5.1,5.17,5.67
propriano_2A249,2A249,Propriano,20110,7.24,5.75,3.75,7.25,6.5,7.5,6.5,6.5,8.0,8.0
sartene_2A272,2A272,Sartene,20100,8.81,10.0,5.0,9.0,7.0,7.0,8.0,8.0,7.0,10.0
bastia_2B033,2B033,Bastia,20200,6.87,6.71,4.79,8.11,5.82,6.53,5.92,6.39,6.26,7.42
biguglia_2B037,2B037,Biguglia,20620,,,,,,,,,,
borgo_2B042,2B042,Borgo,20290,4.73,4.83,2.67,7.5,5.67,5.0,2.83,4.67,6.5,4.5
calvi_2B050,2B050,Calvi,20260,7.09,7.8,5.4,9.0,5.4,6.2,5.2,5.2,6.8,7.8
corte_2B096,2B096,Corte,20250,7.62,9.5,4.5,8.25,7.63,7.25,7.25,8.0,7.5,7.75
furiani_2B120,2B120,Furiani,20600,,,,,,,,,,
ghisonaccia_2B123,2B123,Ghisonaccia,20240,7.31,9.0,6.0,7.0,5.0,8.0,10.0,8.0,8.0,7.0
lucciana_2B148,2B148,Lucciana,20290,4.27,4.0,4.0,6.33,4.0,4.67,4.0,4.33,5.0,4.0
prunelli-di-fiumorbo_2B251,2B251,Prunelli Di Fiumorbo,20243,,,,,,,,,,
aigues-mortes_30003,30003,Aigues Mortes,30220,5.21,6.22,4.33,4.89,5.44,5.56,6.78,5.11,5.89,4.89
aimargues_30006,30006,Aimargues,30470,7.5,8.0,3.0,9.0,5.5,5.5,5.5,6.0,5.5,9.0
ales_30007,30007,Ales,30100,4.74,5.08,4.74,3.69,4.61,5.45,5.12,4.96,5.28,4.62
les-angles_30011,30011,Les Angles,30133,8.67,8.83,7.83,9.33,8.5,6.83,5.83,8.5,8.33,9.33
aramon_30012,30012,Aramon,30390,3.95,4.33,3.67,2.89,4.78,6.0,4.33,5.67,4.89,3.33
bagnols-sur-ceze_30028,30028,Bagnols Sur Ceze,30200,5.97,6.83,4.44,5.39,7.0,6.04,6.2,6.42,6.0,5.89
beaucaire_30032,30032,Beaucaire,30300,4.2,3.72,4.07,3.69,4.03,5.24,4.03,4.52,4.97,4.1
beauvoisin_30033,30033,Beauvoisin,30640,6.85,7.4,5.0,8.0,5.4,5.8,4.6,5.2,7.4,7.6
bellegarde_30034,30034,Bellegarde,30127,8.16,6.5,7.0,9.0,6.0,7.5,7.25,9.0,8.25,8.75
bouillargues_30047,30047,Bouillargues,30230,6.35,7.0,4.33,5.67,5.0,8.0,4.67,5.33,5.67,7.0
caissargues_30060,30060,Caissargues,30132,,,,,,,,,,
calvisson_30062,30062,Calvisson,30420,5.97,7.5,7.5,4.0,8.5,8.5,8.0,8.0,7.5,4.5
caveirac_30075,30075,Caveirac,30820,7.1,7.4,6.6,6.8,6.4,7.2,6.6,7.2,7.8,7.2
clarensac_30082,30082,Clarensac,30870,7.05,8.0,6.8,7.2,5.4,6.2,5.4,7.2,5.8,7.6
gallargues-le-montueux_30123,30123,Gallargues Le Montueux,30660,8.5,8.0,6.0,8.0,10.0,9.0,7.0,8.0,8.0,9.0
garons_30125,30125,Garons,30128,3.23,2.0,4.0,4.0,4.67,4.67,2.67,3.67,4.67,2.67
generac_30128,30128,Generac,30510,8.37,8.17,7.33,8.17,8.17,8.5,4.17,8.33,9.0,9.0
la-grand-combe_30132,30132,La Grand Combe,30110,3.57,5.33,3.78,2.89,3.67,4.44,3.89,4.89,3.33,3.11
le-grau-du-roi_30133,30133,Le Grau Du Roi,30240,5.45,5.9,4.8,5.9,4.8,6.0,5.0,4.9,4.2,5.7
jonquieres-saint-vincent_30135,30135,Jonquieres Saint Vincent,30300,6.75,7.25,6.75,5.5,4.75,7.0,6.5,7.75,4.5,7.25
laudun-l-ardoise_30141,30141,Laudun L'Ardoise,30290,3.16,4.0,3.5,1.5,1.0,5.0,4.0,5.5,6.0,2.5
manduel_30155,30155,Manduel,30129,7.05,6.88,6.88,6.13,7.5,7.13,6.13,7.25,6.88,7.25
marguerittes_30156,30156,Marguerittes,30320,4.72,5.14,4.29,3.86,4.57,5.86,3.43,5.0,5.57,4.71
milhaud_30169,30169,Milhaud,30540,5.34,4.0,5.33,4.67,6.67,6.0,5.33,7.0,6.33,5.0
nimes_30189,30189,Nimes,30000,5.0,4.97,4.83,3.35,6.23,5.86,6.36,5.72,5.72,4.62
pont-saint-esprit_30202,30202,Pont Saint Esprit,30130,3.93,3.91,3.55,4.09,3.0,4.27,3.82,5.36,4.27,3.82
poulx_30206,30206,Poulx,30320,8.82,9.38,8.25,9.0,8.75,8.63,8.38,8.38,8.38,9.0
pujaut_30209,30209,Pujaut,30131,4.89,4.73,2.93,6.0,4.87,5.33,4.33,5.47,4.6,5.0
redessan_30211,30211,Redessan,30129,,,,,,,,,,
rochefort-du-gard_30217,30217,Rochefort Du Gard,30650,6.19,5.67,5.11,4.89,5.11,6.67,5.89,7.11,5.33,6.67
roquemaure_30221,30221,Roquemaure,30150,7.72,7.25,6.5,6.13,7.88,8.25,7.63,8.25,7.63,8.0
rousson_30223,30223,Rousson,30340,,,,,,,,,,
saint-christol-les-ales_30243,30243,Saint Christol Les Ales,30380,8.52,9.0,5.67,8.33,5.0,8.0,8.33,8.67,8.67,9.33
saint-gilles_30258,30258,Saint Gilles,30800,5.5,4.88,5.94,4.31,5.44,6.13,5.75,5.25,5.31,5.63
saint-hilaire-de-brethmas_30259,30259,Saint Hilaire De Brethmas,30560,6.6,8.0,7.5,7.5,6.5,7.5,6.0,7.5,7.0,6.0
saint-hippolyte-du-fort_30263,30263,Saint Hippolyte Du Fort,30170,,,,,,,,,,
saint-martin-de-valgalgues_30284,30284,Saint Martin De Valgalgues,30520,,,,,,,,,,
saint-privat-des-vieux_30294,30294,Saint Privat Des Vieux,30340,8.5,9.33,3.0,9.0,7.33,7.33,5.33,7.67,7.0,10.0
sommieres_30321,30321,Sommieres,30250,5.8,5.6,6.0,5.4,7.4,6.8,7.0,6.8,7.8,5.0
uchaud_30333,30333,Uchaud,30620,8.94,7.0,10.0,10.0,8.0,7.0,6.0,8.0,7.0,10.0
uzes_30334,30334,Uzes,30700,7.02,7.29,5.11,6.16,6.16,6.76,7.58,7.21,7.03,7.37
vauvert_30341,30341,Vauvert,30600,6.38,6.68,5.79,5.0,6.74,6.42,6.16,6.84,7.05,6.42
vergeze_30344,30344,Vergeze,30310,7.85,7.0,9.0,7.0,6.5,8.0,6.5,6.5,7.0,8.5
le-vigan_30350,30350,Le Vigan,30120,6.41,8.14,3.9,7.0,5.95,6.38,6.19,6.9,5.95,6.52
villeneuve-les-avignon_30351,30351,Villeneuve Les Avignon,30400,8.05,7.97,7.06,7.72,7.44,7.72,7.91,7.31,7.19,8.56
aucamville_31022,31022,Aucamville,31140,5.64,5.2,5.73,4.0,6.2,6.47,5.93,5.93,7.07,5.47
aussonne_31032,31032,Aussonne,31840,5.94,4.91,3.55,4.73,6.91,6.36,4.91,6.64,5.45,6.45
auterive_31033,31033,Auterive,31190,5.95,7.6,6.0,4.2,5.2,6.6,6.4,6.0,5.2,6.0
auzeville-tolosane_31035,31035,Auzeville Tolosane,31320,5.57,6.09,6.91,4.64,6.09,5.73,4.18,5.82,4.64,5.64
balma_31044,31044,Balma,31130,7.67,7.75,7.5,7.31,7.19,8.0,7.13,7.25,7.63,7.88
beauzelle_31056,31056,Beauzelle,31700,6.54,7.4,7.6,6.8,5.0,6.2,4.4,6.8,6.0,6.8
bessieres_31066,31066,Bessieres,31660,8.75,6.0,7.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
blagnac_31069,31069,Blagnac,31700,6.43,6.23,6.3,4.64,6.02,7.51,7.53,7.13,7.17,6.28
bouloc_31079,31079,Bouloc,31620,8.19,8.33,6.33,8.0,8.0,6.67,7.67,8.33,8.33,8.67
bruguieres_31091,31091,Bruguieres,31150,6.34,6.0,3.71,7.43,6.71,7.0,6.0,5.43,6.57,6.57
carbonne_31107,31107,Carbonne,31390,8.21,8.33,8.0,6.0,9.67,10.0,8.67,6.67,10.0,8.0
castanet-tolosan_31113,31113,Castanet Tolosan,31320,7.94,7.95,7.0,6.59,8.09,8.05,7.05,7.68,8.45,8.27
castelginest_31116,31116,Castelginest,31780,6.91,7.11,5.89,8.78,7.22,6.11,5.0,6.33,6.22,7.22
castelmaurou_31117,31117,Castelmaurou,31180,,,,,,,,,,
castelnau-d-estretefonds_31118,31118,Castelnau D'Estretefonds,31620,,,,,,,,,,
cazeres_31135,31135,Cazeres,31220,4.31,5.57,4.86,3.43,4.43,3.43,4.0,6.29,4.86,4.0
colomiers_31149,31149,Colomiers,31770,5.68,5.41,6.39,3.86,5.84,7.14,5.61,6.04,6.02,5.57
cornebarrieu_31150,31150,Cornebarrieu,31700,8.96,9.33,6.67,8.67,10.0,9.67,8.0,8.33,8.0,9.33
cugnaux_31157,31157,Cugnaux,31270,5.74,5.57,5.29,5.0,5.5,6.07,5.36,5.5,5.5,6.0
eaunes_31165,31165,Eaunes,31600,6.9,7.14,3.71,6.57,5.14,5.29,5.43,6.29,5.57,8.14
escalquens_31169,31169,Escalquens,31750,6.85,7.0,5.78,7.44,5.33,7.22,6.22,6.78,5.11,7.33
fenouillet_31182,31182,Fenouillet,31150,7.35,8.14,5.71,5.57,6.14,7.71,7.86,7.29,8.57,7.57
fonsorbes_31187,31187,Fonsorbes,31470,4.94,4.78,2.39,4.67,5.44,5.5,4.22,6.94,5.56,4.94
fontenilles_31188,31188,Fontenilles,31470,8.01,10.0,6.5,4.5,6.5,6.0,5.0,8.5,9.0,9.0
fronton_31202,31202,Fronton,31620,,,,,,,,,,
frouzins_31203,31203,Frouzins,31270,6.79,6.91,6.91,5.55,6.91,7.45,5.64,7.27,7.45,6.82
gratentour_31230,31230,Gratentour,31150,6.4,7.33,4.33,8.0,6.33,6.17,5.0,7.67,5.5,6.5
grenade_31232,31232,Grenade,31330,6.94,5.5,5.0,5.0,6.5,7.5,6.5,7.5,7.5,7.5
labarthe-sur-leze_31248,31248,Labarthe Sur Leze,31860,7.57,9.0,7.0,8.2,8.4,8.4,8.6,7.8,7.6,7.0
labege_31254,31254,Labege,31670,8.21,8.53,7.31,8.02,7.54,8.12,7.69,8.07,7.46,8.58
launaguet_31282,31282,Launaguet,31140,4.23,6.0,4.67,3.67,4.0,4.33,3.67,5.33,4.0,4.0
leguevin_31291,31291,Leguevin,31490,6.4,6.94,3.94,6.31,5.81,7.25,6.56,7.0,6.0,6.56
lherm_31299,31299,Lherm,31600,8.5,6.0,7.0,4.0,9.0,10.0,4.0,6.0,10.0,10.0
merville_31341,31341,Merville,31330,6.11,7.0,4.43,5.86,6.71,6.0,5.43,6.71,6.43,6.14
mondonville_31351,31351,Mondonville,31700,6.14,6.5,4.17,6.33,6.17,6.5,6.0,6.5,6.67,6.17
montrabe_31389,31389,Montrabe,31850,7.6,7.71,7.14,7.43,8.14,7.29,6.29,7.29,7.43,7.86
muret_31395,31395,Muret,31600,5.64,5.55,5.7,4.73,6.61,6.85,5.94,6.45,5.21,5.39
nailloux_31396,31396,Nailloux,31560,8.75,8.0,8.0,9.0,9.0,8.5,7.0,8.5,6.0,9.5
pechbonnieu_31410,31410,Pechbonnieu,31140,8.03,7.25,8.25,8.75,8.25,8.25,7.5,9.5,8.75,7.75
pibrac_31417,31417,Pibrac,31820,6.89,7.42,3.78,6.17,6.58,6.92,6.56,7.22,5.94,7.44
pins-justaret_31421,31421,Pins Justaret,31860,8.04,8.0,6.5,8.5,7.5,7.5,6.5,8.5,7.5,8.5
plaisance-du-touch_31424,31424,Plaisance Du Touch,31830,7.24,7.67,5.5,6.33,7.33,8.33,7.83,6.58,6.92,7.42
portet-sur-garonne_31433,31433,Portet Sur Garonne,31120,8.13,7.71,7.65,6.71,8.0,8.94,8.06,7.82,8.76,8.29
quint-fonsegrives_31445,31445,Quint Fonsegrives,31130,7.82,8.17,7.5,7.5,8.17,7.5,6.67,7.33,8.17,8.0
ramonville-saint-agne_31446,31446,Ramonville Saint Agne,31520,6.34,6.4,7.0,4.75,7.0,7.3,6.65,6.1,7.05,6.15
revel_31451,31451,Revel,31250,5.16,5.4,3.5,5.83,4.3,5.8,5.53,5.27,5.27,5.2
rieumes_31454,31454,Rieumes,31370,5.38,5.5,2.5,6.5,3.5,6.5,5.0,7.0,5.5,5.5
roques_31458,31458,Roques,31120,6.89,7.2,3.4,6.6,5.6,7.4,8.0,6.2,8.2,7.2
roquettes_31460,31460,Roquettes,31120,5.99,7.43,3.43,4.43,6.57,7.71,6.14,6.0,3.86,6.29
saint-alban_31467,31467,Saint Alban,31140,6.5,5.8,7.6,4.4,7.4,5.0,6.8,5.0,6.0,7.0
saint-gaudens_31483,31483,Saint Gaudens,31800,4.89,4.05,4.46,3.95,5.63,6.05,5.78,6.15,5.05,4.63
saint-jean_31488,31488,Saint Jean,31240,5.69,5.38,4.38,5.25,7.0,5.0,4.0,5.25,5.75,6.13
saint-jory_31490,31490,Saint Jory,31790,3.72,3.45,4.55,4.73,4.27,4.27,3.0,4.36,5.36,3.18
saint-lys_31499,31499,Saint Lys,31470,6.52,6.64,5.0,6.43,6.29,6.57,5.14,8.0,7.64,6.57
saint-orens-de-gameville_31506,31506,Saint Orens De Gameville,31650,7.28,6.53,6.65,7.41,7.94,7.53,7.18,7.35,7.59,7.29
la-salvetat-saint-gilles_31526,31526,La Salvetat Saint Gilles,31880,5.23,4.6,2.8,5.5,6.1,4.8,4.1,6.1,5.6,5.5
seysses_31547,31547,Seysses,31600,7.54,7.67,6.0,7.67,7.33,7.33,7.67,8.0,7.67,7.67
toulouse_31555,31555,Toulouse,31000,5.37,4.43,5.73,3.33,6.83,6.34,6.06,7.04,6.68,4.94
tournefeuille_31557,31557,Tournefeuille,31170,5.75,5.89,4.06,5.0,6.43,7.2,7.51,6.63,4.69,5.57
l-union_31561,31561,L'Union,31240,8.13,8.33,7.33,6.83,8.17,8.17,8.0,8.33,8.17,8.33
verfeil_31573,31573,Verfeil,31590,7.29,6.5,5.0,7.0,8.0,7.5,6.5,7.5,8.5,7.5
villefranche-de-lauragais_31582,31582,Villefranche De Lauragais,31290,7.16,7.5,6.5,7.0,7.5,7.0,4.5,7.5,7.0,7.5
villemur-sur-tarn_31584,31584,Villemur Sur Tarn,31340,5.33,6.25,5.75,5.5,5.25,6.75,6.5,5.0,4.25,5.0
villeneuve-tolosane_31588,31588,Villeneuve Tolosane,31270,4.32,4.0,4.89,2.89,5.0,4.67,5.22,5.56,4.78,4.0
auch_32013,32013,Auch,32000,6.21,7.04,4.69,5.69,5.55,6.63,6.8,6.41,5.51,6.37
condom_32107,32107,Condom,32100,4.54,5.73,4.0,4.55,4.27,6.36,5.09,6.18,4.36,4.0
eauze_32119,32119,Eauze,32800,7.44,8.33,5.67,9.0,6.33,8.0,8.33,6.0,6.0,7.67
fleurance_32132,32132,Fleurance,32500,6.6,8.5,2.5,6.83,6.17,6.83,5.67,5.83,6.0,7.17
l-isle-jourdain_32160,32160,L'Isle Jourdain,32600,7.7,8.0,6.95,7.6,7.2,8.35,6.9,8.0,7.35,7.85
lectoure_32208,32208,Lectoure,32700,4.54,6.17,3.67,5.17,6.33,3.17,5.0,7.33,3.83,4.0
mirande_32256,32256,Mirande,32300,4.38,4.75,2.75,7.63,4.13,6.13,4.38,6.25,4.13,3.75
ambares-et-lagrave_33003,33003,Ambares Et Lagrave,33440,4.78,4.4,4.93,3.55,5.85,5.71,5.07,5.24,4.6,4.64
andernos-les-bains_33005,33005,Andernos Les Bains,33510,7.33,7.07,5.73,7.67,6.6,7.6,7.13,7.13,7.47,7.6
arcachon_33009,33009,Arcachon,33120,5.86,6.98,5.4,6.44,5.58,5.58,5.27,5.42,5.58,5.93
ares_33011,33011,Ares,33740,8.3,8.67,7.0,7.67,8.33,7.67,7.5,7.33,8.0,8.83
arsac_33012,33012,Arsac,33460,7.52,8.5,2.17,8.42,8.0,8.08,6.83,7.08,7.17,8.0
artigues-pres-bordeaux_33013,33013,Artigues Pres Bordeaux,33370,7.62,8.33,7.0,7.56,6.11,8.22,7.56,7.67,6.33,7.89
val-de-virvee_33018,33018,Aubie Et Espessas,33240,,,,,,,,,,
audenge_33019,33019,Audenge,33980,5.91,7.1,3.5,4.6,5.6,6.3,4.0,5.6,5.0,6.6
le-barp_33029,33029,Le Barp,33114,5.97,7.86,5.29,6.29,5.71,5.43,5.0,6.43,5.57,6.0
bassens_33032,33032,Bassens,33530,6.27,6.13,6.5,4.63,6.5,8.13,7.0,6.88,6.5,6.0
bazas_33036,33036,Bazas,33430,4.54,4.22,4.44,4.89,4.11,4.89,5.0,6.89,6.22,4.0
begles_33039,33039,Begles,33130,5.91,5.25,7.63,4.28,7.06,6.75,5.97,6.47,6.59,5.56
belin-beliet_33042,33042,Belin Beliet,33830,6.14,7.0,4.8,4.6,5.4,5.2,5.0,5.2,5.0,7.0
biganos_33051,33051,Biganos,33380,5.05,3.33,4.72,5.0,5.56,5.78,5.0,5.11,6.78,4.94
blanquefort_33056,33056,Blanquefort,33290,8.23,8.13,7.81,7.38,7.56,9.31,8.31,8.69,7.38,8.38
blaye_33058,33058,Blaye,33390,5.24,5.45,3.0,5.55,6.1,4.8,5.0,5.65,5.45,5.35
bordeaux_33063,33063,Bordeaux,33000,4.94,4.25,4.26,3.24,6.64,6.35,6.0,6.39,6.78,4.39
bouliac_33065,33065,Bouliac,33270,8.16,7.71,5.86,8.14,7.14,7.71,7.14,7.43,6.29,9.14
le-bouscat_33069,33069,Le Bouscat,33110,6.7,6.44,6.16,6.53,6.91,6.13,5.78,6.63,6.56,7.0
bruges_33075,33075,Bruges,33520,6.14,5.5,6.38,5.38,6.94,6.44,5.0,5.94,5.63,6.38
cadaujac_33080,33080,Cadaujac,33140,5.91,7.5,4.5,2.5,5.5,7.5,4.5,6.0,4.5,6.5
canejan_33090,33090,Canejan,33610,7.02,7.73,5.91,6.27,6.82,8.18,7.73,7.55,4.64,7.18
carbon-blanc_33096,33096,Carbon Blanc,33560,6.08,6.17,6.5,5.83,7.33,6.0,5.0,6.17,5.0,6.17
carignan-de-bordeaux_33099,33099,Carignan De Bordeaux,33360,6.33,7.25,3.75,6.75,5.75,6.5,3.0,5.5,4.75,7.25
castelnau-de-medoc_33104,33104,Castelnau De Medoc,33480,7.0,6.0,7.0,8.0,7.0,8.0,6.0,8.0,6.0,7.0
cenon_33119,33119,Cenon,33150,6.74,7.57,8.29,5.43,7.57,7.14,6.57,5.14,5.29,6.86
cestas_33122,33122,Cestas,33610,6.92,7.16,6.11,5.95,6.84,8.26,7.0,7.0,6.89,6.95
coutras_33138,33138,Coutras,33230,5.52,5.9,6.6,4.8,5.3,6.3,4.7,5.4,6.1,5.4
creon_33140,33140,Creon,33670,5.26,4.43,4.79,4.0,7.5,5.64,5.93,5.14,7.86,4.86
eysines_33162,33162,Eysines,33320,6.64,6.71,6.63,5.17,7.0,7.88,7.58,6.33,5.54,6.67
floirac_33167,33167,Floirac,33270,5.04,6.86,4.29,2.0,6.71,7.14,3.86,4.29,3.14,5.29
gradignan_33192,33192,Gradignan,33170,6.61,7.18,5.73,6.36,6.41,6.95,7.14,6.68,6.5,6.59
gujan-mestras_33199,33199,Gujan Mestras,33470,6.6,7.14,5.45,6.31,6.76,7.76,5.72,6.28,6.72,6.69
le-haillan_33200,33200,Le Haillan,33185,7.08,6.45,7.03,6.32,6.97,7.47,7.37,7.18,6.29,7.26
hourtin_33203,33203,Hourtin,33990,7.87,9.29,5.14,7.57,7.43,8.43,7.0,6.0,6.43,8.57
izon_33207,33207,Izon,33450,6.97,7.8,5.8,5.2,7.2,7.2,7.0,6.2,6.0,7.4
la-brede_33213,33213,La Brede,33650,7.41,8.5,4.5,8.0,7.25,7.25,7.5,7.25,8.25,7.5
lacanau_33214,33214,Lacanau,33680,5.67,7.17,4.11,5.39,5.06,6.72,4.28,5.5,5.83,5.83
langon_33227,33227,Langon,33210,4.75,5.47,4.32,4.0,5.37,6.21,3.68,4.47,5.84,4.58
lanton_33229,33229,Lanton,33138,7.06,9.0,5.33,7.0,4.33,6.33,3.33,5.33,5.67,8.33
lege-cap-ferret_33236,33236,Lege Cap Ferret,33950,7.62,8.89,6.56,6.89,6.44,6.78,5.0,5.78,7.11,8.56
leognan_33238,33238,Leognan,33850,5.78,6.2,2.87,6.2,6.4,5.67,4.93,5.6,6.6,6.0
lesparre-medoc_33240,33240,Lesparre Medoc,33340,4.36,5.87,3.8,4.27,4.87,4.6,3.0,4.2,4.4,4.33
libourne_33243,33243,Libourne,33500,6.01,6.12,6.43,4.11,7.05,7.08,6.44,6.55,6.42,5.75
lormont_33249,33249,Lormont,33310,6.6,6.02,8.02,5.18,7.48,7.41,5.66,6.82,7.02,6.5
ludon-medoc_33256,33256,Ludon Medoc,33290,8.1,8.5,5.5,9.0,7.5,8.0,4.5,6.0,8.5,9.0
macau_33262,33262,Macau,33460,4.1,3.33,3.0,6.33,3.33,4.0,2.67,4.33,4.0,4.33
martignas-sur-jalle_33273,33273,Martignas Sur Jalle,33127,6.48,5.77,5.38,6.15,6.85,7.08,6.31,6.38,6.23,6.69
merignac_33281,33281,Merignac,33700,5.71,5.56,5.1,5.28,6.74,6.31,6.1,6.03,6.36,5.49
mios_33284,33284,Mios,33380,5.88,5.93,3.86,6.86,5.93,6.57,4.79,5.57,4.79,6.21
parempuyre_33312,33312,Parempuyre,33290,6.25,6.6,4.95,4.5,6.35,6.85,6.3,7.65,6.45,6.3
pauillac_33314,33314,Pauillac,33250,3.12,2.67,3.56,1.67,4.44,4.11,3.56,4.78,2.89,2.78
pessac_33318,33318,Pessac,33600,7.39,7.42,7.54,6.88,8.08,7.13,7.42,7.63,7.21,7.38
le-pian-medoc_33322,33322,Le Pian Medoc,33290,7.58,9.0,3.6,6.6,6.4,5.6,4.8,6.4,6.8,9.0
pineuilh_33324,33324,Pineuilh,33220,6.33,7.0,2.67,4.67,5.0,5.33,5.33,5.67,7.0,7.33
la-reole_33352,33352,La Reole,33190,5.88,5.58,4.25,5.92,6.42,6.83,7.17,7.17,4.67,5.75
sadirac_33363,33363,Sadirac,33670,4.6,5.5,3.0,5.5,4.5,5.5,5.0,3.0,1.5,5.0
saint-andre-de-cubzac_33366,33366,Saint Andre De Cubzac,33240,6.78,5.94,6.78,5.22,7.39,7.11,6.89,7.83,7.06,6.78
saint-aubin-de-medoc_33376,33376,Saint Aubin De Medoc,33160,8.78,9.6,8.4,8.8,8.8,8.6,5.2,8.6,7.2,9.4
saint-denis-de-pile_33393,33393,Saint Denis De Pile,33910,9.56,9.0,8.0,9.0,8.0,10.0,10.0,10.0,9.0,10.0
sainte-eulalie_33397,33397,Sainte Eulalie,33560,8.51,8.8,6.8,8.2,7.6,9.0,8.6,8.2,8.6,8.8
saint-jean-d-illac_33422,33422,Saint Jean D'Illac,33127,6.72,6.81,2.76,7.48,7.71,6.62,5.95,7.57,7.05,6.95
saint-laurent-medoc_33424,33424,Saint Laurent Medoc,33112,4.92,6.0,3.0,4.33,4.33,5.67,4.33,4.33,4.0,5.33
saint-loubes_33433,33433,Saint Loubes,33450,7.71,7.18,4.82,7.36,8.27,7.82,7.82,8.27,7.73,8.0
saint-medard-en-jalles_33449,33449,Saint Medard En Jalles,33160,7.0,6.7,5.23,6.33,7.28,7.85,7.2,7.6,7.28,7.08
saint-sulpice-et-cameyrac_33483,33483,Saint Sulpice Et Cameyrac,33450,6.54,7.5,5.5,6.5,7.5,6.5,5.0,7.0,7.0,6.5
salles_33498,33498,Salles,33770,8.7,8.71,4.86,9.29,8.14,8.57,7.57,8.29,8.29,9.43
le-taillan-medoc_33519,33519,Le Taillan Medoc,33320,7.11,7.43,5.86,6.57,7.14,7.0,6.0,5.86,6.14,7.71
talence_33522,33522,Talence,33400,5.88,4.74,6.36,4.31,6.83,7.17,6.5,7.83,6.14,5.52
le-teich_33527,33527,Le Teich,33470,7.19,7.5,6.13,7.38,7.0,5.88,5.13,6.0,6.0,8.0
la-teste-de-buch_33529,33529,La Teste De Buch,33260,6.92,7.3,5.65,7.43,7.09,7.26,6.0,6.74,6.52,7.09
tresses_33535,33535,Tresses,33370,,,,,,,,,,
vayres_33539,33539,Vayres,33870,,,,,,,,,,
villenave-d-ornon_33550,33550,Villenave D'Ornon,33140,5.75,5.33,6.87,5.47,6.07,6.27,5.0,6.6,7.13,5.4
marcheprime_33555,33555,Marcheprime,33380,8.61,9.0,7.78,8.89,7.56,8.78,8.22,8.0,7.56,9.0
agde_34003,34003,Agde,34300,4.82,4.88,4.75,4.16,5.02,5.93,5.12,5.49,4.53,4.65
